cpu,timestamp,processed
0,1649844558.838,44.10740740740741
0,1649844618.838,42.885185185185186
0,1649844678.838,40.9336365454559
0,1649844738.838,42.015281651277604
0,1649844798.838,42.27037037037037
0,1649844858.838,42.32237897177396
0,1649844918.838,43.992592592592594
0,1649844978.838,45.51515196408863
0,1649845038.838,47.47072200534819
0,1649845098.838,51.18850971474286
0,1649845158.838,52.51481481481482
0,1649845218.838,54.10700661476582
0,1649845278.838,55.58930066148639
0,1649845338.838,53.17407407407408
0,1649845398.838,53.97777777777778
0,1649845458.838,55.58209906035993
0,1649845518.838,55.67037037037038
0,1649845578.838,56.478196134786195
0,1649845638.838,56.141364533680004
0,1649845698.838,54.751851851851846
0,1649845758.838,55.344444444444456
0,1649845818.838,57.970799783702105
0,1649845878.838,58.40740740740741
0,1649845938.838,57.762962962962966
0,1649845998.838,56.34115808265247
0,1649846058.838,54.22222222222223
0,1649846118.838,49.92962962962963
0,1649846178.838,50.71851851851852
0,1649846238.838,50.715190482892474
0,1649846298.838,50.5
0,1649846358.838,48.72628686138417
0,1649846418.838,45.55134572578823
0,1649846478.838,45.14074074074074
0,1649846538.838,44.89966740987104
0,1649846598.838,52.96666666666667
0,1649846658.838,58.56666666666667
0,1649846718.838,60.7773275753513
0,1649846778.838,58.425925925925924
0,1649846838.838,54.8
0,1649846898.838,51.9181339397486
0,1649846958.838,52.10779339106216
0,1649847018.838,49.56703382988022
0,1649847078.838,46.57812280090964
0,1649847138.838,44.259587108052656
0,1649847198.838,41.051547766312844
0,1649847258.838,40.807105132554575
0,1649847318.838,42.39661034526182
0,1649847378.838,42.22592592592593
0,1649847438.838,46.65555555555556
0,1649847498.838,47.59224005748106
0,1649847558.838,47.7037037037037
0,1649847618.838,50.71889421403122
0,1649847678.838,49.33667158021052
0,1649847738.838,51.18556433751362
0,1649847798.838,53.41111111111111
0,1649847858.838,54.29219042821905
0,1649847918.838,55.84074074074074
0,1649847978.838,52.11520085333966
0,1649848038.838,48.95148924822779
0,1649848098.838,50.8151912236387
0,1649848158.838,48.84850998896289
0,1649848218.838,47.50370370370371
0,1649848278.838,49.53370024963149
0,1649848338.838,48.77091226939559
0,1649848398.838,47.72962962962963
0,1649848458.838,46.529284968259496
0,1649848518.838,46.596296296296295
0,1649848578.838,45.72592592592593
0,1649848638.838,44.16699382958393
0,1649848698.838,45.41111111111111
0,1649848758.838,45.69966148398901
0,1649848818.838,44.98148148148148
0,1649848878.838,45.59276145467205
0,1649848938.838,46.31515789005845
0,1649848998.838,50.3033310864364
0,1649849058.838,50.04814814814815
0,1649849118.838,48.1218657639573
0,1649849178.838,47.30387890325519
0,1649849238.838,44.60740740740741
0,1649849298.838,41.10740740740741
0,1649849358.838,39.96666666666667
0,1649849418.838,38.992881428751325
0,1649849478.838,36.54471514603812
0,1649849538.838,37.155830783931734
0,1649849598.838,36.97037037037037
0,1649849658.838,39.044444444444444
0,1649849718.838,40.16622037532916
0,1649849778.838,41.20740740740741
0,1649849838.838,41.936726394619306
0,1649849898.838,41.75524625743513
0,1649849958.838,44.68181245787006
0,1649850018.838,48.4
0,1649850078.838,49.466300249627785
0,1649850138.838,51.092592592592595
0,1649850198.838,53.65595300705932
0,1649850258.838,53.68888888888889
0,1649850318.838,52.951851851851856
0,1649850378.838,53.533729879480596
0,1649850438.838,53.06666666666667
0,1649850498.838,51.93333333333333
0,1649850558.838,48.85555555555556
0,1649850618.838,48.87741572284649
0,1649850678.838,50.75963525655746
0,1649850738.838,51.95555555555556
0,1649850798.838,53.25925925925927
0,1649850858.838,54.10020037111248
0,1649850918.838,52.588888888888896
0,1649850978.838,50.99221487248243
0,1649851038.838,53.2037037037037
0,1649851098.838,54.1892902910392
0,1649851158.838,55.225516848023354
0,1649851218.838,57.459684886554726
0,1649851278.838,56.37407407407407
0,1649851338.838,54.78107569573559
0,1649851398.838,55.133741731420244
0,1649851458.838,56.25925925925926
0,1649851518.838,55.58518518518518
0,1649851578.838,53.81811986577877
0,1649851638.838,54.02262238979549
0,1649851698.838,53.744046340397475
0,1649851758.838,48.088532677535724
0,1649851818.838,46.611111111111114
0,1649851878.838,43.515137149164076
0,1649851938.838,41.87407407407407
0,1649851998.838,44.10403040022519
0,1649852058.838,48.27742016725802
0,1649852118.838,54.403703703703705
0,1649852178.838,55.62551388508234
0,1649852238.838,52.7
0,1649852298.838,52.86666666666667
0,1649852358.838,48.14074074074074
0,1649852418.838,42.98857045503367
0,1649852478.838,36.80768005688931
0,1649852538.838,30.685412484536926
0,1649852598.838,24.58888888888889
0,1649852658.838,18.78888888888889
0,1649852718.838,15.214814814814815
0,1649852778.838,15.177890206594123
0,1649852838.838,11.159176598691863
0,1649852898.838,9.781409026599803
0,1649852958.838,9.21488307320795
0,1649853018.838,10.644365597291873
0,1649853078.838,17.210983622343537
0,1649853138.838,26.240546366323212
0,1649853198.838,34.96270397997052
0,1649853258.838,42.48518518518519
0,1649853318.838,44.22222222222223
0,1649853378.838,42.94444444444445
0,1649853438.838,38.429914295661455
0,1649853498.838,36.30740740740741
0,1649853558.838,35.21877939836592
0,1649853618.838,35.28518518518519
0,1649853678.838,35.38888888888889
0,1649853738.838,38.20398669619775
0,1649853798.838,37.57037037037037
0,1649853858.838,37.25898326679062
0,1649853918.838,38.74786112695462
0,1649853978.838,37.98148148148148
0,1649854038.838,37.678056874495375
0,1649854098.838,39.092303019977635
0,1649854158.838,41.351851851851855
0,1649854218.838,38.83674935741217
0,1649854278.838,34.74444444444445
0,1649854338.838,29.366666666666667
0,1649854398.838,25.41111111111111
0,1649854458.838,22.959429329106147
0,1649854518.838,24.685002333316053
0,1649854578.838,30.159035858993636
0,1649854638.838,32.93333333333333
0,1649854698.838,36.65925925925926
0,1649854758.838,39.87407407407407
0,1649854818.838,39.870370370370374
0,1649854878.838,39.16325306113379
0,1649854938.838,38.87450601302977
0,1649854998.838,38.68518518518519
0,1649855058.838,40.62192131910134
0,1649855118.838,44.37777777777778
0,1649855178.838,45.69966148398901
0,1649855238.838,46.611111111111114
0,1649855298.838,43.592592592592595
0,1649855358.838,38.918662661713554
0,1649855418.838,36.42962962962963
0,1649855478.838,34.685442114386035
0,1649855538.838,30.296071880949032
0,1649855598.838,33.52962962962963
0,1649855658.838,38.559259259259264
0,1649855718.838,44.25522773905379
0,1649855778.838,49.36332861724902
0,1649855838.838,52.38888888888889
0,1649855898.838,50.029444335391354
0,1649855958.838,48.56648679078967
0,1649856018.838,45.862623239827855
0,1649856078.838,48.266666666666666
0,1649856138.838,49.307955273577114
0,1649856198.838,48.5031647796506
0,1649856258.838,48.46666666666667
0,1649856318.838,45.2962962962963
0,1649856378.838,44.78888888888889
0,1649856438.838,44.9707034866925
0,1649856498.838,46.266666666666666
0,1649856558.838,46.144444444444446
0,1649856618.838,44.44814814814815
0,1649856678.838,42.44413004348116
0,1649856738.838,39.96296296296296
0,1649856798.838,37.392869576811684
0,1649856858.838,39.51111111111111
0,1649856918.838,37.492592592592594
0,1649856978.838,36.81879125030556
0,1649857038.838,37.711111111111116
0,1649857098.838,33.096541455862635
0,1649857158.838,28.981266805431073
0,1649857218.838,25.052037422499428
0,1649857278.838,22.596463677508723
0,1649857338.838,24.870186146769285
0,1649857398.838,33.9669182734687
0,1649857458.838,40.51851851851852
0,1649857518.838,46.45925925925926
0,1649857578.838,47.31886902865948
0,1649857638.838,43.636713802119985
0,1649857698.838,41.88148148148149
0,1649857758.838,41.89968963192866
0,1649857818.838,40.78888888888889
0,1649857878.838,42.821905022925755
0,1649857938.838,44.885517670501265
0,1649857998.838,46.88148148148149
0,1649858058.838,46.821875393515604
0,1649858118.838,48.42592592592593
0,1649858178.838,47.044444444444444
0,1649858238.838,44.8925925925926
0,1649858298.838,42.8
0,1649858358.838,41.15555555555556
0,1649858418.838,42.096296296296295
0,1649858478.838,37.189164364180485
0,1649858538.838,34.12592592592593
0,1649858598.838,32.529870591634015
0,1649858658.838,25.629439781927545
0,1649858718.838,21.274231660975268
0,1649858778.838,23.037037037037038
0,1649858838.838,21.877939836591384
0,1649858898.838,24.8519438960885
0,1649858958.838,28.740953636693607
0,1649859018.838,29.074074074074076
0,1649859078.838,29.688888888888894
0,1649859138.838,26.6
0,1649859198.838,27.007607463758994
0,1649859258.838,28.437037037037037
0,1649859318.838,30.884956407730314
0,1649859378.838,31.844444444444445
0,1649859438.838,36.08545248483322
0,1649859498.838,35.06666666666667
0,1649859558.838,36.6484196179231
0,1649859618.838,39.463255283372476
0,1649859678.838,42.9447625537967
0,1649859738.838,43.84444444444445
0,1649859798.838,47.26631654580336
0,1649859858.838,49.040740740740745
0,1649859918.838,46.321879097191875
0,1649859978.838,48.837037037037035
0,1649860038.838,46.15185185185185
0,1649860098.838,43.988888888888894
0,1649860158.838,43.46264101747394
0,1649860218.838,45.22222222222223
0,1649860278.838,45.248148148148154
0,1649860338.838,46.718172457981794
0,1649860398.838,47.944089303042205
0,1649860458.838,45.903363678787564
0,1649860518.838,44.22995725894266
0,1649860578.838,39.774368699027406
0,1649860638.838,37.07379945333739
0,1649860698.838,38.74857868791135
0,1649860758.838,38.55185185185186
0,1649860818.838,39.885185185185186
0,1649860878.838,39.78518518518519
0,1649860938.838,36.921948726305736
0,1649860998.838,35.80330588919382
0,1649861058.838,34.0108591788209
0,1649861118.838,36.71851851851852
0,1649861178.838,39.67037037037037
0,1649861238.838,44.34106919310514
0,1649861298.838,46.5373817583834
0,1649861358.838,46.58923399432589
0,1649861418.838,43.75893511899912
0,1649861478.838,40.81821616136177
0,1649861538.838,36.93333333333333
0,1649861598.838,36.93333333333333
0,1649861658.838,35.181481481481484
0,1649861718.838,34.57433018022356
0,1649861778.838,35.433595804413365
0,1649861838.838,36.78120902808127
0,1649861898.838,37.64046192250428
0,1649861958.838,40.18888888888889
0,1649862018.838,41.46666666666667
0,1649862078.838,46.3040466966422
0,1649862138.838,50.48926288342877
0,1649862198.838,56.3
0,1649862258.838,56.35226927606872
0,1649862318.838,54.51481481481482
0,1649862378.838,49.96333306172639
0,1649862438.838,45.903363678787564
0,1649862498.838,45.85555555555556
0,1649862558.838,44.803703703703704
0,1649862618.838,48.588888888888896
0,1649862678.838,52.922222222222224
0,1649862738.838,51.57815983822103
0,1649862798.838,50.34444444444445
0,1649862858.838,50.644444444444446
0,1649862918.838,48.01887421388307
0,1649862978.838,46.51851851851852
0,1649863038.838,43.48518518518519
0,1649863098.838,43.8552307019948
0,1649863158.838,42.922222222222224
0,1649863218.838,43.766666666666666
0,1649863278.838,44.2929206883014
0,1649863338.838,46.870370370370374
0,1649863398.838,46.65555555555556
0,1649863458.838,46.94074074074074
0,1649863518.838,42.84814814814815
0,1649863578.838,41.52993725879451
0,1649863638.838,42.32592592592593
0,1649863698.838,43.38148148148149
0,1649863758.838,45.37777777777778
0,1649863818.838,51.00332590128962
0,1649863878.838,51.49629629629629
0,1649863938.838,51.988888888888894
0,1649863998.838,54.65905681830809
0,1649864058.838,55.55884771223917
0,1649864118.838,55.15185185185185
0,1649864178.838,55.87407407407407
0,1649864238.838,54.262962962962966
0,1649864298.838,52.181481481481484
0,1649864358.838,47.10405262261202
0,1649864418.838,40.081778383543586
0,1649864478.838,36.20713920637625
0,1649864538.838,32.71851851851852
0,1649864598.838,29.833112347315947
0,1649864658.838,28.096296296296295
0,1649864718.838,29.725705735513067
0,1649864778.838,30.315151649833144
0,1649864838.838,32.73679454226265
0,1649864898.838,36.52181642426196
0,1649864958.838,39.95955525596486
0,1649865018.838,44.637367684205074
0,1649865078.838,46.65185185185185
0,1649865138.838,46.6
0,1649865198.838,46.54780334960482
0,1649865258.838,42.5033888637862
0,1649865318.838,39.35511827646359
0,1649865378.838,41.951851851851856
0,1649865438.838,39.97777777777778
0,1649865498.838,39.21822801312583
0,1649865558.838,39.38918066059749
0,1649865618.838,38.56695234779517
0,1649865678.838,40.05555555555556
0,1649865738.838,43.37407407407407
